html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,relationships.type.parent,relationships.type.child,relationships.type.related,relationships.type.successor,relationships.type.predecessor
,,Shaanxi Association for Science and Technology*en,active,nonprofit;funder,Shaanxi Science and Technology Association*en,Shaanxi Association for Science and Technology*en;陕西省科学技术协会*zh,SNAST,https://www.snast.org.cn,,snast.org.cn,1959,501100017550,501100017550,,,,,,,Xi'an,China,1790630,https://ror.org/035vmht26,,,,
,,"Jerry M. Lewis, M.D. Mental Health Research Foundation*en",active,nonprofit;funder,"Jerry M. Lewis, M.D. Foundation*en;Lewis Foundation*en;Timberlawn Psychiatric Research Foundation*en","Jerry M. Lewis, M.D. Mental Health Research Foundation*en",,https://jmlewisfoundation.org,,jmlewisfoundation.org,1958,100012624,100012624,,,,,,,Dallas,United States,4684888,,,,,
,,Jinan Municipal Health Commission*en,active,government;funder,,Jinan Municipal Health Commission*en;济南市卫生健康委员会*zh,JNMHC,https://jnmhc.jinan.gov.cn,,jnmhc.jinan.gov.cn,,100031526,100031526,,,,,,,Jinan,China,1805753,,,,,
,,Kondou Kinen Medical Foundation*en,active,nonprofit;funder,,Kondou Kinen Medical Foundation*en;一般財団法人 近藤記念医学財団*ja,,https://www.tomisaka.or.jp,,tomisaka.or.jp,1942,501100008658,501100008658,,,,,,,Bunkyo-ku,Japan,,,,,,
,,International Food Service Executives Association*en,active,nonprofit;funder,Executive Stewards' and Caterers' Association*en;International Foodservice Executives Association*en,International Food Service Executives Association*en,IFSEA,https://ifsea.org,,ifsea.org,1901,100026104,100026104,,,,,,,Ocala,United States,4166673,,,,,
,,Hakuhodo Foundation*en,active,nonprofit;funder,Hakuho Foundation*en,Hakuhodo Foundation*en;公益財団法人 博報堂教育財団*ja,,https://www.hakuhodofoundation.or.jp,,hakuhodofoundation.or.jp,1970,501100011972,501100011972,,,,,,,Tokyo,Japan,1850147,,,,,
,,The Beryl Institute*en,active,nonprofit;funder,Beryl Institute*en,The Beryl Institute*en;معهد بيريل*ar;L'Institut Béryl*fr;Instituto Beryl*es;绿柱石研究所*zh,BERYL INST;TBI,https://theberylinstitute.org,,theberylinstitute.org,2006,100013482,100013482,,,,,,,Nashville,United States,4644585,,,,,
,,Tianjin Municipal Transportation Commission*en,active,government;funder,,Tianjin Municipal Transportation Commission*en;天津市交通运输委员会*zh,,https://jtys.tj.gov.cn,,jtys.tj.gov.cn,2014,501100019093,501100019093,,,,,,,Tianjin,China,1792947,https://ror.org/01xnshd39,,,,
,,Nagamori Foundation*en,active,nonprofit;funder,,Nagamori Foundation*en;公益財団法人 永守財団*ja,,https://www.nidec.com/en/nagamori-f/,,,2014,100015640,100015640,,,,,,,Kyoto,Japan,,,,,,
,,Fondation Princesse Grace de Monaco*fr,active,nonprofit;funder,La Fondation Princesse Grace de Monaco*fr;La Fondation Princesse Grace*fr;Fondation Princesse Grace*fr;Fondation Grace de Monaco*fr;La Fondation Princesse Grace de la Principauté de Monaco*fr,Fondation Princesse Grace de Monaco*fr;Princess Grace of Monaco Foundation*en,,https://www.fondation-psse-grace.mc,,fondation-psse-grace.mc,1964,501100023214,501100023214,,,,,,,Monaco-Ville,Monaco,8504785,,,,,
,,Brockport Foundation*en,active,nonprofit;funder,State University College at Brockport Foundation Inc.*en,Brockport Foundation*en,BF,https://www.brockport.edu/alumni/be-generous/brockport-foundation/,,,1976,100014398,100014398,,,,,,,Brockport,United States,5110227,,,https://ror.org/0306aeb62,,
,,Nakayama Foundation for Human Science*en,active,nonprofit;funder,中山人間科学振興財団*ja,Nakayama Foundation for Human Science*en;公益財団法人 中山人間科学振興財団*ja,,https://nakayamashoten.jp/wordpress/zaidan/,,,1991,100016241,100016241,,,,,,,Tokyo,Japan,,,,,,
,,City of Vancouver*en,active,government;funder,"Vancouver*en;Vancouver, Canada*en;Vancouver (City)*en;City of Vancouver. BC*en",City of Vancouver*en,,https://vancouver.ca,,vancouver.ca,1886,501100024062,501100024062,,,,,,,Vancouver,Canada,6173331,,,,,
,,Japanese Respiratory Foundation*en,active,nonprofit;funder,,Japanese Respiratory Foundation*en;公益財団法人 日本呼吸器財団*ja,JRF,https://www.jrf.or.jp,,jrf.or.jp,,100019085,100019085,,,,,,,Tokyo,Japan,1850147,,,,,
,,Arkansas Audubon Society Trust*en,active,nonprofit;funder,The Arkansas Audubon Society Trust*en;AAS Trust*en,Arkansas Audubon Society Trust*en,AAST,https://arbirds.org,,arbirds.org,1972,100031389,100031389,,,,,,,,United States,,,,,,
,,Anniversary Foundation for Public Health and Medical Research*en,active,nonprofit;funder,Jubilee Foundation of the Swiss Life Insurance and Pension Fund for Public Health and Medical Research*en;Jubiläumsstiftung Swiss Life*de,Anniversary Foundation for Public Health and Medical Research*en;Jubiläumsstiftung der Schweizerischen Lebensversicherungs- und Rentenanstalt für Volksgesundheit und medizinische Forschung*de,,https://www.swisslife.ch/de/ueber-uns/engagement/stiftungen/jubilaeumsstiftung.html,,,1957,501100008578;501100022796,501100008578,,,,,,,Zürich,Switzerland,,,,,,
,,Mayer Foundation*en,active,nonprofit;funder,The Mayer Foundation*en,Mayer Foundation*en,,https://www.mayerfoundation.com,,mayerfoundation.com,2002,100026321,100026321,,,,,,,New York City,United States,5128581,,,,,
,,Tennessee Soybean Promotion Board*en,active,funder;other,TN Soybean Promotion Board*en;Tennessee Soybean*en;Tennessee Soy*en,Tennessee Soybean Promotion Board*en,TSPB,https://www.tnsoybeans.org,,tnsoybeans.org,1977,100020539,100020539,,,,,,,Jackson,United States,4632595,,,,,
,,Department of Ecology and Environment of Guangdong Province*en,active,government;funder,Department of Environmental Protection of Guangdong Province*en;Guangdong Environmental Protection Department*en,Department of Ecology and Environment of Guangdong Province*en;广东省生态环境厅*zh,DEPGD,https://gdee.gd.gov.cn,,gdee.gd.gov.cn,2018,501100010588,501100010588,,,,,,,Guangzhou,China,1809858,https://ror.org/050m0b055,,,,
,,Hunan Provincial Key Laboratory of Mathematical Modeling and Analysis in Engineering*en,active,facility;funder,Hunan Key Laboratory of Mathematical Modeling and Analysis in Engineering*en,Hunan Provincial Key Laboratory of Mathematical Modeling and Analysis in Engineering*en;工程数学建模与分析湖南省重点实验室*zh,,https://www.csust.edu.cn/kxyjb/info/1104/5397.htm,,,2017,501100019086,501100019086,,,,,,,Changsha,China,1815577,https://ror.org/03yph8055,,,,
,,Central European History Society*en,active,nonprofit;funder,Conference Group on Central European History*en;The Central European History Society*en,Central European History Society*en,CEHS;CGCEH,https://centraleuropeanhistory.org,,centraleuropeanhistory.org,1958,100013508,100013508,,,,,,,,United States,,,,,,
,,Hunter Children's Research Foundation*en,active,nonprofit;funder,,Hunter Children's Research Foundation*en,HCRF,https://www.hcrf.org.au,,hcrf.org.au,1996,501100022579,501100022579,,,,,,,New Lambton,Australia,,https://ror.org/0020x6414,,,,
,,Nutrition Scientific Research Foundation of BYHEALTH*en,active,funder,Nutrition Science Research Foundation of By-Health*en,Nutrition Scientific Research Foundation of BYHEALTH*en;汤臣倍健科学营养研究基金*zh,,https://www.by-health.com/about-fund/,,,2012,100019919,100019919,,,,,,,Guangzhou,China,,,,,,
,,Key Lab of Modern Optical Technologies of Education Ministry of China*en,active,facility;funder,"MOE Key Laboratory of Modern Optical Technologies, Soochow University*en",Key Lab of Modern Optical Technologies of Education Ministry of China*en;教育部现代光学技术重点实验室*zh,,https://mot.suda.edu.cn,,mot.suda.edu.cn,2003,501100019317,501100019317,,,,,,,Suzhou,China,1886760,https://ror.org/05t8y2r12,,,,
,,New Hampshire Department of Transportation*en,active,funder;government,New Hampshire DOT*en;NH DOT*en;NH Dept. of Transportation*en;NH Department of Transportation*en;New Hampshire Department of Public Works and Highways*en,New Hampshire Department of Transportation*en,NHDOT,https://www.dot.nh.gov,https://en.wikipedia.org/wiki/New_Hampshire_Department_of_Transportation,dot.nh.gov,1986,100014780,100014780,,,,,,,Concord,United States,5084868,,,,,
,,Charles Lafitte Foundation*en,active,nonprofit;funder,The Charles Lafitte Foundation*en,Charles Lafitte Foundation*en,CLF,https://charleslafitte.org,,charleslafitte.org,1999,100014201,100014201,,,,,,,Auburn,United States,5785965,,,,,
,,Ingrid Asps Stiftelser*sv,active,nonprofit;funder,Ingrid Asp Foundation*en,Ingrid Asps Stiftelser*sv,IAS,https://ingridaspsstiftelser.se,,ingridaspsstiftelser.se,2005,501100017239,501100017239,,,,,,,Linköping,Sweden,,,,,,
,,State of Colorado*en,active,government;funder,,State of Colorado*en,,https://www.colorado.gov,https://en.wikipedia.org/wiki/Government_of_Colorado,colorado.gov,1876,100023076,100023076,,,,,Q53709973,Q53709973,Denver,United States,5419384,,https://ror.org/052bngf68;https://ror.org/050tm0329;https://ror.org/005v7em92;https://ror.org/00skrw306;https://ror.org/03b38v557;https://ror.org/019rjbt98,,,
,,Eugenides Foundation*en,active,nonprofit;funder,,Eugenides Foundation*en;ΙΔΡΥΜΑ ΕΥΓΕΝΙΔΟΥ*el,EF;ΙΕ,https://www.eef.edu.gr,,eef.edu.gr,1956,501100020906,501100020906,,,,,,,Palaio Faliro,Greece,256075,,,,,
,,Centennial Coal (Australia),active,company;funder,Centennial Coal Company Pty Limited*en;Centennial Coal Company Limited*en;Centennial Coal Ltd.*en;Centennial Coal Company*en,Centennial Coal (Australia);Centennial Coal*en,,https://www.centennialcoal.com.au,,centennialcoal.com.au,1989,100011317,100011317,,,,,,,Sydney,Australia,2147714,,,,,
,,France-Merrick Foundation*en,active,nonprofit;funder,France-Merrick Foundation Inc*en;Jacob and Annita France Foundation*en;Robert G. and Anne M. Merrick Foundation*en,France-Merrick Foundation*en,,https://www.france-merrickfdn.org,,france-merrickfdn.org,1998,100025337,100025337,,,,,,,Baltimore,United States,4347778,,,,,
,,Night Vision and Electronic Sensors Directorate*en,active,government;funder,,Night Vision and Electronic Sensors Directorate*en,NVESD,https://c5isrcenter.devcom.army.mil,,c5isrcenter.devcom.army.mil,,100014048,100014048,,,,,,,Fort Belvoir,United States,7257902,https://ror.org/02h7kd997,,,,
,,Société de Pathologie Infectieuse de Langue Française*fr,active,nonprofit;funder,French Language Society of Infectious Pathology*en;French-Speaking Society of Infectious Pathology*en,Société de Pathologie Infectieuse de Langue Française*fr;French Infectious Diseases Society*en,SPILF,https://www.infectiologie.com,,infectiologie.com,1973,100032692,100032692,,,,,,,Paris,France,,,,,,
,,"Wuliangye Group Co., Ltd (China)",active,company;funder,"五粮液集团公司*zh;Sichuan Yibin Wuliangye Group Co., Ltd.*en;Wuliangye Group*en;Wuliangye Group Co Ltd*en","Wuliangye Group Co., Ltd (China);四川省宜宾五粮液集团有限公司*zh;Wuliangye Group Co., Ltd*en",,https://wuliangye.com.cn,,wuliangye.com.cn,1998,100020729,100020729,,,,,,,Yibin,China,1786769,,,,,
,,Fondazione Cassa di Risparmio di Bolzano*it,active,nonprofit;funder,Bolzano Savings Bank Foundation*en,Fondazione Cassa di Risparmio di Bolzano*it;Stiftung Südtiroler Sparkasse*de,,https://stiftungsparkasse.it,,stiftungsparkasse.it,1992,100015946,100015946,,,,,,,Bolzano,Italy,3181913,,,,,
,,Republic of Türkiye Ministry of Foreign Affairs*en,active,government;funder,"Ministry of Foreign Affairs, Republic of Turkey*en;Turkish Ministry of Foreign Affairs*en;T.C. Dışişleri Bakanlığı*tr;Türkiye Cumhuriyeti Disisleri Bakanligi*tr",Republic of Türkiye Ministry of Foreign Affairs*en;Türkiye Cumhuriyeti Dışişleri Bakanlığı*tr,,https://www.mfa.gov.tr,https://en.wikipedia.org/wiki/Ministry_of_Foreign_Affairs_(Turkey),mfa.gov.tr,1920,100010798,100010798,,,,,,,Ankara,Türkiye,323786,,,,,
,,PTT Exploration and Production Public Company Limited (Thailand),active,company;funder,PTT Exploration and Production*en,PTT Exploration and Production Public Company Limited (Thailand);บริษัท ปตท.สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน)*th,PTTEP,https://www.pttep.com/en/home,,,1985,100032306,100032306,,,,,,,Bangkok,Thailand,,https://ror.org/056ksgr44,,,,
,,Tangshan Science and Technology Bureau*en,active,government;funder,唐山市科技局*zh,Tangshan Science and Technology Bureau*en;唐山市科学技术局*zh,,https://kejiju.tangshan.gov.cn,,kejiju.tangshan.gov.cn,,501100009964,501100009964,,,,,,,Tangshan,China,,,,,,
,,Gandaki Province Academy of Science and Technology*en,inactive,education;funder,Gandaki Province Academy of Science & Technology*en;Gandaki Pradesh Bigyan Tatha Prabidhi Pratisthan*en,Gandaki Province Academy of Science and Technology*en;गण्डकी प्रदेश विज्ञान तथा प्रविधि प्रतिष्ठान*ne,GPAST,https://gpast.gandaki.gov.np,,gpast.gandaki.gov.np,2020,100032471,100032471,,,,,,,Pokhara,Nepal,1282898,,,,,
,,Akaeda Medical Research Foundation*en,active,nonprofit;funder,財団法人赤枝医学研究財団*ja;Akaeda Foundation*en,Akaeda Medical Research Foundation*en;公益財団法人 赤枝医学研究財団*ja,,https://akaeda-zaidan.com,,akaeda-zaidan.com,1991,100007572,100007572,,,,,,,Tokyo,Japan,1850147,,,,,
,,Saudi Food and Drug Authority*en,active,government;funder,Saudi Food & Drug Authority*en,Saudi Food and Drug Authority*en;الهيئة العامة للغذاء والدواء*ar,SFDA,https://www.sfda.gov.sa,,sfda.gov.sa,2003,100031663,100031663,,,,,,,Riyadh,Saudi Arabia,108410,,,,,
,,Directorate-General for Climate Action*en,active,government;funder,DG Climate Action*en;Climate Action*en;EU Climate Action*en,Directorate-General for Climate Action*en;Direction générale de l'action pour le climat*fr;Generaldirektion Klimapolitik*de;Dirección General de Acción por el Clima*es;Direzione generale per l'Azione per il clima*it,DG CLIMA,https://climate.ec.europa.eu,https://en.wikipedia.org/wiki/Directorate-General_for_Climate_Action,climate.ec.europa.eu,2010,100020667,100020667,,,,,,,Brussels,Belgium,2800866,https://ror.org/00k4n6c32,,,,
,,Verizon Foundation*en,active,nonprofit;funder,,Verizon Foundation*en,,https://www.verizon.com/about/responsibility/giving-and-grants,,,1985,100019295,100019295,,,,,,,Basking Ridge,United States,,https://ror.org/02vdyxx64,,,,
,,Philippine Nuclear Research Institute*en,active,government;funder,Department of Science and Technology - Philippine Nuclear Research Institute*en;DOST - Philippine Nuclear Research Institute*en,Philippine Nuclear Research Institute*en,PNRI;DOST-PNRI,https://pnri.dost.gov.ph,https://en.wikipedia.org/wiki/Philippine_Nuclear_Research_Institute,pnri.dost.gov.ph,1958,100015410,100015410,,,,,,,Quezon City,Philippines,1692192,https://ror.org/05tgxx705,,,,
,,Konsul Th C Berghs Stiftelse*sv,active,nonprofit;funder,Consul Th C Berghs Foundation*en;Konsul Berghs stiftelse*sv,Konsul Th C Berghs Stiftelse*sv,,https://www.konsulbergh.se,,konsulbergh.se,1959,100018861,100018861,,,,,,,Stockholm,Sweden,2673730,,,,,
,,William Orr Dingwall Foundation*en,inactive,nonprofit;funder,The William Orr Dingwall Foundation*en,William Orr Dingwall Foundation*en,WOD Foundation,https://dingwallfoundation.org,,dingwallfoundation.org,1994,100025712,100025712,,,,,,,Washington,United States,,,,,,
,,Heilongjiang Provincial Department of Human Resources and Social Security*en,active,government;funder,Heilongjiang Human Resources and Social Security Bureau*en;Department of Human Resources and Social Security of Heilongjiang*en,Heilongjiang Provincial Department of Human Resources and Social Security*en;黑龙江省人力资源和社会保障厅*zh,,https://hrss.hlj.gov.cn,,hrss.hlj.gov.cn,,501100020225,501100020225,,,,,,,Harbin,China,2037013,,,,,
,,James M. Cox Foundation*en,active,nonprofit;funder,"James M. Cox Foundation of Georgia Inc*en;The James M. Cox Foundation*en;The James M. Cox Foundation of Georgia, Inc.*en;James M Cox Foundation*en",James M. Cox Foundation*en,,https://www.coxenterprises.com/our-impact/james-m-cox-foundation/,,,1957,100025379,100025379,,,,,,,Atlanta,United States,4180439,,,https://ror.org/055vkj473,,
,,Yancheng Science and Technology Bureau*en,active,funder;government,,Yancheng Science and Technology Bureau*en;盐城市科学技术局*zh,YSTB,https://kjj.yancheng.gov.cn,,kjj.yancheng.gov.cn,,501100013323,501100013323,,,,,,,Yancheng,China,1787746,,,,,
,,SINOPEC Shanghai Research Institute of Petrochemical Technology*en,active,facility;funder,中国石油化工股份有限公司上海石油化工研究院*zh;上海石化院*zh;Sinopec Research Institute Shanghai*en,SINOPEC Shanghai Research Institute of Petrochemical Technology*en;中石化（上海）石油化工研究院有限公司*zh,SRIPT,http://sript.sinopec.com/sript/en/,,,1960,501100019960,501100019960,,,,,,,Shanghai,China,1796236,https://ror.org/0161q6d74,,,,
,,University of Tokyo Foundation*en,active,nonprofit;funder,The University of Tokyo Foundation*en;UTokyo Foundation*en,University of Tokyo Foundation*en;東京大学基金*ja,UTF,https://utf.u-tokyo.ac.jp,,utf.u-tokyo.ac.jp,2004,501100022757,501100022757,,,,,,,Tokyo,Japan,1850147,https://ror.org/057zh3y96,,,,
