html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,ror_id,parent,child,related,successor,predecessor,nid,comments,,,,,,,
,,Cyber Security Research Centre @ NTU*en,active,facility,,Cyber Security Research Centre @ NTU*en,CYSREN*en,https://www.ntu.edu.sg/cysren/home,,,,,,,,,,,,Singapore,Singapore,1880252,,,,https://ror.org/02e7b5302,,,SG_R000584,"source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=unknown; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=not_found; adversarial_change=Adopted pass 1 on scope, duplicate verdict, website, established (null), names, acronym, alias handling and relationships after independent re-verification of every claim. Overturned ror_type from 'other' to 'facility': ROR's own records type comparable Singapore university research centres - Earth Observatory of Singapore (ror.org/01167a838), Centre for Quantum Technologies (ror.org/01mgdzc49), SCELSE (ror.org/041qqrw82) - as 'facility'. No establishment year is published anywhere, so established stays null.; scope=in_scope; adversarial_overturned=ror_type",10,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Cyber Security Research Centre @ NTU,1,"raw_affiliation_strings.search:(""Cyber Security Research Centre @ NTU"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Cyber+Security+Research+Centre+%40+NTU%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Rehabilitation Research Institute of Singapore*en,active,facility,,Rehabilitation Research Institute of Singapore*en,RRIS*en,https://www.ntu.edu.sg/rris,,,2016,,,,,,,,,Singapore,Singapore,1880252,,,,https://ror.org/02e7b5302,,,SG_R000587,"source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=2016; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; adversarial_change=Adopted pass 1 wholesale except established: pass 1 returned null/not_found/not_found after checking only the main RRIS page; LEG 2 counter-search found the about-us page (ntu.edu.sg/rris/about-us) stating 'established as a University Research Institute in 2016', so established=2016, basis founding, source org_website. Scope (in_scope), dup_verdict (rejected, verified via query.names=RRIS → 0 results), website (correct), ror_type (facility), acronym RRIS, crossref_exact affiliation usage, Singapore/1880252 and the NTU related edge all re-verified independently.; scope=in_scope; adversarial_overturned=established",201,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Rehabilitation Research Institute of Singapore,1,"raw_affiliation_strings.search:""Rehabilitation Research Institute of Singapore""",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%22Rehabilitation+Research+Institute+of+Singapore%22&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Strategic Centre for Research in Privacy-Preserving Technologies & Systems*en,active,facility,,Strategic Centre for Research in Privacy-Preserving Technologies & Systems*en,SCRIPTS*en,https://www.ntu.edu.sg/scripts/home,,,,,,,,,,,,Singapore,Singapore,1880252,,,,,,,SG_R000589,source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=unknown; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope,1,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Strategic Centre for Research in Privacy-Preserving Technologies & Systems,1,"raw_affiliation_strings.search:(""Strategic Centre for Research in Privacy-Preserving Technologies & Systems"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Strategic+Centre+for+Research+in+Privacy-Preserving+Technologies+%26+Systems%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Temasek Laboratories@NTU*en,active,facility,,Temasek Laboratories@NTU*en,TL@NTU*en,https://www.ntu.edu.sg/temasek-labs/home,,,2004,,,,,,,,,Singapore,Singapore,1880252,,,,https://ror.org/02e7b5302,,,SG_R000591,source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=2004; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope,420,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Temasek Laboratories@NTU,1,"raw_affiliation_strings.search:(""Temasek Laboratories@NTU"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Temasek+Laboratories%40NTU%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Emerging nanoscience Research Institute*en,active,facility,Energetics Research Institute*en;Energetic Materials Research Centre*en,Emerging nanoscience Research Institute*en,EnRI*en,https://www.ntu.edu.sg/enri/home,,,2008,,,,,,,,,Singapore,Singapore,1880252,,,,,,,SG_R000592,source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=2008; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope; adversarial_overturned=affiliation_usage,26,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Emerging nanoscience Research Institute,1,"raw_affiliation_strings.search:(""Emerging nanoscience Research Institute"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Emerging+nanoscience+Research+Institute%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,The Photonics Institute*en,active,facility,,The Photonics Institute*en,TPI*en,https://www.ntu.edu.sg/tpi/home,,,2014,,,,,,,,,Singapore,Singapore,1880252,,https://ror.org/02e7b5302,,,,,SG_R000595,"source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=2014; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=other_source; adversarial_change=Adopted pass 1 wholesale except established: counter-search found NTU's official press release (eurekalert.org/news-releases/720493, mirror of NTU news release) announcing the launch of The Photonics Institute on 31 October 2014, so established changed from null/not_found to 2014/founding/other_source. All other fields re-verified against their sources (TPI official page, NTU ROR record 02e7b5302, ATMRI precedent 05fw23758, GeoNames, Crossref, ROR name/domain searches) and confirmed unchanged.; scope=in_scope; adversarial_overturned=established",704,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",The Photonics Institute,1,"raw_affiliation_strings.search:(""The Photonics Institute"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22The+Photonics+Institute%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Asian Business Case Centre*en,active,other,,Asian Business Case Centre*en,ABCC*en,https://www.ntu.edu.sg/asiacase/home,,,,,,,,,,,,Singapore,Singapore,1880252,,https://ror.org/02e7b5302,,,,,SG_R000596,source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=College Research Centre | VERIFIED: type=other; established=unknown; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope,12,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Asian Business Case Centre,1,"raw_affiliation_strings.search:(""Asian Business Case Centre"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Asian+Business+Case+Centre%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Institute of Catastrophe Risk Management*en,active,facility,,Institute of Catastrophe Risk Management*en,ICRM*en,https://www.ntu.edu.sg/icrm/home,,,2010,,,,,,,,,Singapore,Singapore,1880252,,,,https://ror.org/02e7b5302,,,SG_R000599,"source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=College Research Centre | VERIFIED: type=facility; established=2010; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; adversarial_change=Verified every pass-1 claim against its cited source (ICRM home page, NTU research directory, GeoNames, Crossref, ROR API) - all hold. Independent counter-search via ROR query.names=ICRM, general query, and domain search found no duplicate; Wikidata has no ICRM entity. Changed established from null/not_found to 2010 (basis founding, source org_website) after finding the launch date stated on ICRM's own founding executive director message page.; scope=in_scope; adversarial_overturned=established,established_basis,established_source",154,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Institute of Catastrophe Risk Management,1,"raw_affiliation_strings.search:(""Institute of Catastrophe Risk Management"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Institute+of+Catastrophe+Risk+Management%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Centre for Antimicrobial Bioengineering*en,active,facility,,Centre for Antimicrobial Bioengineering*en,CAMB*en,https://www3.ntu.edu.sg/home/mbechan/position%201A.htm,,,,,,,,,,,,Singapore,Singapore,1880252,,https://ror.org/02e7b5302,,,,,SG_R000600,source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=College Research Centre | VERIFIED: type=facility; established=unknown; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope; adversarial_overturned=affiliation_usage,37,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Centre for Antimicrobial Bioengineering,1,"raw_affiliation_strings.search:(""Centre for Antimicrobial Bioengineering"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Centre+for+Antimicrobial+Bioengineering%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Insurance Risk and Finance Research Centre*en,active,facility,,Insurance Risk and Finance Research Centre*en,IRFRC*en,https://www.ntu.edu.sg/irfrc/home,,,2011,,,,,,,,,Singapore,Singapore,1880252,,https://ror.org/02e7b5302,,,,,SG_R000601,"source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=College Research Centre | VERIFIED: type=facility; established=2011; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=other_source; adversarial_change=Adopted pass 1's scope (in_scope), dup_verdict (rejected), website (correct), ror_type (facility) and parent relationship (NTU 02e7b5302) after re-verifying each against the official page, ROR API, Crossref and GeoNames. Added established=2011 (founding, SCOR-NTU agreement of 31 March 2011 per SCOR press release) which pass 1 reported not_found; also updated established_basis and established_source accordingly.; scope=in_scope; adversarial_overturned=established,established_basis,established_source",6,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Insurance Risk and Finance Research Centre,1,"raw_affiliation_strings.search:(""Insurance Risk and Finance Research Centre"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Insurance+Risk+and+Finance+Research+Centre%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
